Chapter Name,Lesson Name,Correct Lesson Content,
1.1 Sleep Environment,Moving Baby to their Own Room,"<p><span style=""font-size: 16px"">I’m a proud Red Nose Australia clinical ambassador - The Red Nose Foundation and the American Academy of Paediatrics recommend room sharing (not bed sharing) in their parents' room for the first 6-12 months of life.</span></p><p><span style=""font-size: 16px"">This is to decrease the risk of sleep-related deaths often referred to as Sudden Unexplained Death of an Infant (SUDI) and Sudden Infant Death Syndrome (SIDS).</span></p><h3><span style=""font-size: 16px""><strong>The benefits of room sharing:</strong></span></h3><p><span style=""font-size: 16px"">Room sharing is a protective measure, it allows you to respond rapidly to your baby. It has been shown to be positively associated with the establishment of breastfeeding.</span></p><h3><span style=""font-size: 16px""><strong>Room sharing Vs bed sharing</strong></span></h3><p><span style=""font-size: 16px"">Room sharing and bed or surface sharing are very different.</span></p><h3><span style=""font-size: 16px""><strong>FAQs</strong></span></h3><h3><span style=""font-size: 16px""><strong>Q1: Do Babies Sleep Better in Their Own Room?</strong></span></h3><p><span style=""font-size: 16px""><strong>ANS:&nbsp;</strong><a rel=""noopener"" target=""_new"" href=""https://publications.aap.org/pediatrics/article-abstract/140/1/e20170122/37986/Mother-Infant-Room-Sharing-and-Sleep-Outcomes-in?redirectedFrom=fulltext?autologincheck=redirected"">Research</a> has found that after 4 months of age, infants who room shared had more night waking and this resulted in less overnight sleep than those in their own rooms - so overall yes, they sleep better in their own room.</span></p><p><span style=""font-size: 16px""><em>There are a number of reasons for this:</em></span></p><h3><span style=""font-size: 16px""><strong>Q2: When should I move my baby into their own room?</strong></span></h3><p><span style=""font-size: 16px""><strong>ANS:</strong> There is no perfect time to move your baby to their own room. After the recommended minimum 6 months, each family needs to make this decision based on what’s right for them and their baby. The research mentioned above looking into room sharing disrupting sleep around 4 months is valid and the desire for uninterrupted sleep needs to be balanced with safety -</span></p><p><span style=""font-size: 16px""><em><strong>In this equation, safety will always trump.</strong></em></span></p><p><span style=""font-size: 16px""><em>What the study did find was those facing interrupted sleep from room sharing at 4 months, two things arose:</em></span></p><h3><span style=""font-size: 16px""><strong>Q3: How to move a baby to their own room?</strong></span></h3><p><span style=""font-size: 16px""><strong>ANS:&nbsp;</strong></span><span style=""font-size: 16px"">If you’re doing this around 6 months, the transition to their own nursery or baby room is much easier and there will be minimal disruption. Younger babies will be less aware of the transition to a separate room and haven’t yet developed object permanence, which makes it easier to put them down and leave their bedroom. Parents are usually a lot more stressed by the move than the baby!</span></p><p><span style=""font-size: 16px"">If you’re transitioning with an older baby, the steps below can help.</span></p><p><span style=""font-size: 16px""><strong>Step 1:</strong> Ensure their own room is <a rel=""noopener"" target=""_new"" href=""https://drgolly.com/red-nose-day-creating-safe-sleeping-environments/"">set up safely</a> and promotes healthy sleep both day and night.</span></p><p><span style=""font-size: 16px""><strong>Step 2:</strong> Watch wake windows and if following a routine, make sure it’s age-appropriate to help your baby sleep well in their own room.</span></p><p><span style=""font-size: 16px""><strong>Step 3:</strong> Have lots of playtime in their own bedroom before using the space for sleep. This is more important for older babies and toddlers, but it will help them see the room as a fun and positive space, not just for sleep.</span></p><p><span style=""font-size: 16px""><strong>Step 4:</strong> Decide if you’re going to offer both day naps and night sleep in their own room or make it a gradual transition. To start with, you could move their bassinet or use a portacot and do day naps in the nursery for a few days while continuing room sharing overnight before moving all sleeps to their own room.</span></p><p><span style=""font-size: 16px""><strong>Step 5:</strong> At bedtime, make sure your baby has a relaxing wind-down routine, including some time in their bedroom. This might include a bottle or breastfeed before bed with a story and a cuddle before being placed into their sleeping bag or swaddle and put down to bed.</span></p><h3><span style=""font-size: 16px""><strong>Q4: Is it ok to offer naps and overnight sleep in different rooms?</strong></span></h3><p><span style=""font-size: 16px""><strong>ANS</strong>: Yes! Many parents are worried this will confuse their baby, but this is usually not the case. It can be a nice transition to start with day naps in their own room while continuing room sharing overnight until you’re more comfortable with the transition.</span></p><p><span style=""font-size: 16px"">Babies sleeping in multiple rooms isn’t always possible if you only have one cot; however, using a portacot is a good option.</span></p><h3><span style=""font-size: 16px""><strong>Q5: Do I Have to Use a Baby Monitor?</strong></span></h3><p><span style=""font-size: 16px""><strong>ANS:</strong> When you have moved your baby to their own room, using a baby monitor can provide an enormous amount of reassurance. There are many different types available, including breathing monitors, video monitors, and audio-only monitors.</span></p><p><span style=""font-size: 16px"">Again, depending on where the room is and sleeping arrangements in your house, each family will need to decide which is right for them and their baby. Some smaller homes may be fine with audio-only monitors, while others might want the reassurance of a breathing monitor and the ability to see their baby on a monitor.</span></p><h3><span style=""font-size: 16px""><strong>Safety</strong></span></h3><p><span style=""font-size: 16px"">Always follow the Red Nose safe sleep guidelines. Ensure your nursery furniture, including the cot and cot mattress, meets safety requirements and that all heavy furniture is anchored to the wall.</span></p><div class=""markdown prose w-full break-words dark:prose-invert light""><ul><li style=""font-size: 16px""><strong>Room sharing:</strong> is when a baby and parents/caregivers have their own independent sleep space (bassinet, crib, cot) but sleep in the same room.</li><li style=""font-size: 16px""><strong>Co-sleeping, or bed sharing:</strong> is where both baby and another person will share the same sleeping space, often the parents' bed. Red Nose Australia and The American Academy of Pediatrics recommend babies are always put down in their own sleep space to reduce the risk of Sudden Infant Death Syndrome.</li></ul><ul><li style=""font-size: 16px"">Babies become more aware and sensitive to the world around them as their sleep habits mature.</li><li style=""font-size: 16px"">Noises or movement from parents may be more likely to wake them.</li><li style=""font-size: 16px"">Another reason is the smell of their mother’s breastmilk - for this reason, I recommend sleeping baby on the dad's or non-breastfeeding parent's side of the bed.</li></ul><ol><li style=""font-size: 16px""><strong>The babies were more likely to be fed back to sleep in the middle of the night:</strong> See the lessons on 'night feeds' and 'dropping night feeds' in this program.</li><li style=""font-size: 16px""><strong>Babies were more likely to bed share:</strong> Given the safety concerns of bed-sharing - or if night waking is leading to unsafe sleep practices and increasing the risk of fatal sleeping accidents, then moving your baby to a room close by or with a monitor where you can hear/see them may be safer for your family.</li></ol></div>",
1.1 Sleep Environment,FAQs – Sleep Environment,"<p><span style=""font-size: 16px""><strong>Q: My toddler keeps undoing the zip on their sleep-suit/sleeping bag. How can I keep it on them to keep them warm overnight?</strong>ANS: Try putting the sleep suit/sleeping back on backwards so they can't reach the zip. Another option is to put a t-shirt on over the top to stop them taking the sleeping bag off.</span><br></p><p><span style=""font-size: 16px""><strong>Q: My toddler is climbing out of the cot and we want to transition to a big bed for safety. Is this ok to do at this age?</strong><br>ANS: I recommend keeping your toddler in a cot until closer to 2.5-3 years old if possible. This is because they don't develop impulse control until closer to 2.5 years old, so don't understand how to physically stay in their bed all night. This often leads to lots of visits to their parents' bedroom overnight. If it's becoming a safety issue, try taking the base off the cot and putting the mattress on the floor (with the cot sides still assembled). This makes it taller and harder to climb out. Also try to keep them in a sleeping bag to a) keep them warm and b) make it harder to climb out of the cot.</span></p>",
1.2 Swaddling,Swaddling,"<div class=""se-component se-video-container __se__float-none"" style=""width: 100%""><figure style=""width: 100%; height: 56.25%; padding-bottom: 56.25%;""><iframe frameborder=""0"" allowfullscreen="""" src=""https://player.vimeo.com/video/1061953229?share=copy"" data-proportion=""true"" data-percentage=""100%,56.25%"" data-size=""100%,56.25%"" data-align=""none"" data-file-name=""1061953229?share=copy"" data-file-size=""0"" data-origin=""100%,56.25%"" style=""width: 100%; height: 100%;""></iframe></figure></div><p><span style=""font-size: 16px"">​<br></span></p><p><span style=""font-size: 16px"">​<strong>Video description:&nbsp;</strong><span style=""color: rgb(91, 91, 91)"">The most important of all the settling techniques is the swaddle. In this video Dr Golly will explain the science behind the success of the swaddle, how to choose the right swaddle for your baby, important tricks to achieve the ultimate wrap - and a couple of mistakes to avoid along the way.</span>​</span><br></p>",
1.2 Swaddling,Swaddling Video,,
1.2 Swaddling,How to do a Traditional Wrap,"<p><span style=""font-size: 16px""><strong>Step 1:</strong> Use a large muslin wrap or stretch jersey wrap. The bigger, the better, and the stretchy material makes it easier to make the wrap firmer. Lay it flat in a square shape.</span></p><p><span style=""font-size: 16px""><strong>Step 2:</strong> Take your baby and lie them in the middle of the wrap with their head above the material.</span></p><p><span style=""font-size: 16px""><strong>Step 3:</strong> Bring one arm across their body so it sits above their belly button.</span></p><p><span style=""font-size: 16px""><strong>Step 4:</strong> Wrap that side of the material across their folded arm and tuck it firmly underneath the other side of their body.</span></p><p><span style=""font-size: 16px""><strong>Step 5:</strong> Bring their other arm across their body so both arms are folded above their belly button.</span></p><p><span style=""font-size: 16px""><strong>Step 6:</strong> Wrap the other side of the material over them and tuck it firmly underneath their body.</span></p><p><span style=""font-size: 16px""><strong>Step 7:</strong> Open the bottom part of the wrap so it makes a triangle shape.</span></p><p><br><span style=""font-size: 16px""><strong>Step 8:</strong> Bring it up over your baby and tuck it loosely around their body, ensuring the material doesn’t come above their chest.<em>Remember: firm over the shoulders, loose over the hips.</em></span></p><div class=""se-component se-image-container __se__float-none""><figure><img src=""https://files.cdn.thinkific.com/file_uploads/331856/images/150/037/eab/DrG-Baby-Angel-swaddle-33D-Paths.png"" alt="""" data-rotate="""" data-proportion=""true"" data-size="","" data-align=""none"" data-percentage=""auto,auto"" data-file-name=""DrG-Baby-Angel-swaddle-33D-Paths.png"" data-file-size=""0"" data-origin="","" style=""""></figure></div>",
1.2 Swaddling,Ho to do an Angel Wrap,"<p><span style=""font-size: 16px"">This wrap is great for babies who prefer to have their hands up next to their face and for older babies who like to suck to soothe themselves.</span></p><p><span style=""font-size: 16px""><strong>Step 1:</strong> Just like a traditional wrap, use a large muslin wrap or stretch jersey wrap. The bigger, the better, and the stretch material can make it easier to make the wrap firmer. Lay it flat in a square shape.</span></p><p><span style=""font-size: 16px""><strong>Step 2:</strong> Fold about 10 cm of material over at the top of the wrap.</span></p><p><span style=""font-size: 16px""><strong>Step 3:</strong> Take your baby and lie them in the middle of the wrap with their head above the material.</span></p><p><span style=""font-size: 16px""><strong>Step 4:</strong> Take one of your baby’s arms and bring it up next to their shoulder, tucking their hand up under the folded part of the material.</span></p><p><span style=""font-size: 16px""><strong>Step 5:</strong> Bring that side of the material across their body and tuck it underneath the other side of them.</span></p><p><span style=""font-size: 16px""><strong>Step 6:</strong> Repeat on the other side with the other arm.</span></p><p><span style=""font-size: 16px""><strong>Step 7:</strong> Wrap the other side of the material over them and tuck it in firmly underneath their body.</span></p><p><span style=""font-size: 16px""><strong>Step 8:</strong> Open the bottom part of the wrap so it makes a triangle shape.</span></p><p><span style=""font-size: 16px""><strong>Step 9:</strong> Bring it up over your baby and tuck it loosely around their body, ensuring the material doesn’t come above their chest.</span></p><p><span style=""font-size: 16px""><em>Remember: firm over the shoulders, loose over the hips.</em></span></p><div class=""se-component se-image-container __se__float-none""><figure><img src=""https://files.cdn.thinkific.com/file_uploads/331856/images/f9e/ef1/05c/DrG-Baby-Traditional-swaddle-32B-Paths.png"" alt="""" data-rotate="""" data-proportion=""true"" data-size="","" data-align=""none"" data-percentage=""auto,auto"" data-file-name=""DrG-Baby-Traditional-swaddle-32B-Paths.png"" data-file-size=""0"" data-origin="","" style=""""></figure></div>",
1.2 Swaddling,Hip Health,"<p><span style=""font-size: 16px"">The hip joint is a ball-and-socket joint that allows an incredible range of movements without much risk of dislocation (unlike the shoulder). The socket (pelvic bone, called the acetabulum) is very shallow, not holding the ball tightly. This is how all babies are born. The socket matures over time, and most babies develop a stable hip joint without any intervention.</span></p><p><span style=""font-size: 16px""><strong>1 in 6 newborns have some hip instability – incorrect swaddling techniques can increase the risk of Hip Dysplasia.</strong></span></p><p><span style=""font-size: 16px"">See the next section on the Dos and Don'ts for swaddling.</span></p><h3><span style=""font-size: 16px"">What is Hip Dysplasia?</span></h3><p><span style=""font-size: 16px"">Hip dysplasia is a common condition that occurs when the ball and socket of the hip do not fit together in their normal position. If the socket fails to mature properly and remains shallow, the hip joint is left vulnerable, increasing the risk of early-onset arthritis. In fact, it is the most common cause of hip arthritis in adults.</span></p><p><span style=""font-size: 16px""><strong>Early diagnosis of Hip Dysplasia optimizes treatment outcomes.</strong></span></p><h3><span style=""font-size: 16px"">Risk Factors Include:</span></h3><ul><li style=""font-size: 16px"">Female (Hip Dysplasia affects girls more than boys)</li><li style=""font-size: 16px"">Firstborn</li><li style=""font-size: 16px"">Family history of hip dysplasia (in a first-degree relative)</li><li style=""font-size: 16px"">Breech lie</li><li style=""font-size: 16px"">Neuromuscular or connective tissue disorder associated with DDH</li><li style=""font-size: 16px"">Inappropriate swaddling</li></ul><p><span style=""font-size: 16px"">Hip Dysplasia isn’t always present at birth, hence the name <strong>Developmental Dysplasia of the Hip (DDH).</strong></span></p><h3><span style=""font-size: 16px"">Signs and Symptoms of Hip Dysplasia:</span></h3><ul><li style=""font-size: 16px"">‘Clunk’ or ‘Click’ when moving the hip</li><li style=""font-size: 16px"">Uneven thigh creases</li><li style=""font-size: 16px"">Crooked buttock creases</li><li style=""font-size: 16px"">Leg(s) difficult to spread apart</li><li style=""font-size: 16px"">Weight off to one side when sitting</li><li style=""font-size: 16px"">Different leg lengths</li><li style=""font-size: 16px"">Avoiding weight-bearing</li><li style=""font-size: 16px"">Walking on tippy toes on one side</li><li style=""font-size: 16px"">Limping when walking</li><li style=""font-size: 16px"">Torticollis, Plagiocephaly, and Metatarsus adductus</li></ul><h3><span style=""font-size: 16px"">Every Child’s Hips Need Checking At:</span></h3><ul><li style=""font-size: 16px"">Birth</li><li style=""font-size: 16px"">1-4 Weeks</li><li style=""font-size: 16px"">6-8 Weeks</li><li style=""font-size: 16px"">6-9 Months</li><li style=""font-size: 16px"">12 Months</li><li style=""font-size: 16px"">Then at normal health reviews until 3.5 years</li></ul><p><span style=""font-size: 16px"">Your doctor will examine the hips and determine whether an ultrasound is needed to measure hip maturity and guide you accordingly.</span></p><p><span style=""font-size: 16px"">The best resource for all information regarding Hip Dysplasia is <strong>Healthy Hips Australia:</strong></span><br><a rel=""noopener"" target=""_new"" href=""http://www.healthyhipsaustralia.org.au/""><span style=""font-size: 16px"">Healthy Hips Australia</span></a></p><div class=""se-component se-image-container __se__float-none""><figure><img src=""https://files.cdn.thinkific.com/file_uploads/331856/images/e49/dea/179/Dr_Golly._Hip_Health.jpg"" alt="""" data-rotate="""" data-proportion=""true"" data-size="","" data-align=""none"" data-percentage=""auto,auto"" data-file-name=""Dr_Golly._Hip_Health.jpg"" data-file-size=""0"" data-origin="","" style=""""></figure></div>",
1.2 Swaddling,Safe Swaddling for Hips,"<p><span style=""font-size: 16px"">Swaddling the legs can impede proper hip development and may lead to hip dysplasia. Incorrect swaddling techniques can increase this risk. It is important to swaddle the arms while allowing the legs to ‘flop open’ to encourage natural hip maturation.</span></p><p><span style=""font-size: 16px"">See below the <strong>Dos</strong> and <strong>Don'ts</strong> when swaddling your baby:</span></p><h4><span style=""font-size: 16px""><strong>DOs</strong></span></h4><ul><li style=""font-size: 16px"">Position your baby with their hips bent and knees apart in a frog position.</li><li style=""font-size: 16px"">Allow room from the waist down for free leg movement (a triangle shape, not a sausage shape, is a good guide).</li><li style=""font-size: 16px"">Swaddle the upper body firmly, but not too tightly.</li><li style=""font-size: 16px"">Consider swaddling the arms only.</li><li style=""font-size: 16px"">Follow SIDS guidelines.</li><li style=""font-size: 16px"">Stop swaddling once your baby starts rolling.</li></ul><h4><span style=""font-size: 16px""><strong>DON’Ts</strong></span></h4><ul><li style=""font-size: 16px"">Swaddle legs tightly or press them straight down together.</li><li style=""font-size: 16px"">Use sleep sacks and pouches that are snug around the thighs.</li></ul><h3><span style=""font-size: 16px""><strong>Why is this important?</strong></span></h3><ul><li style=""font-size: 16px"">Research indicates that inappropriate swaddling can increase the risk of <strong>Developmental Dysplasia of the Hip (DDH).</strong></li></ul>",
1.2 Swaddling,Swaddles That Can Impact Sleep,"<p><span style=""font-size: 16px"">Certain swaddle brands and swaddle methods can impact your baby's sleep, particularly swaddles that position your baby in an ""arms up"" position. While some babies are calmed by this method, it can encourage others to bring their hands to their mouth or brush the side of their face or cheek, which stimulates the rooting reflex.</span></p><p><span style=""font-size: 16px"">A baby's <em>rooting reflex</em> is triggered when something brushes their mouth or cheek, causing them to turn their head in search of food. This can wake a baby from a light stage of sleep and make it difficult to resettle without offering milk.</span></p><p><span style=""font-size: 16px"">If this sounds like your baby, we encourage you to try an arms across/arms down swaddle for a few days to see if it helps. You may need to persist for a few days until your baby gets used to the new swaddle.</span></p><p><span style=""font-size: 16px""><strong>Try not to give up too soon!</strong></span></p>",
1.2 Swaddling,Unswaddling,"<p><br></p><p><span style=""font-size: 16px"">Swaddling helps turn on your baby’s calming reflex and protects them from the startle reflex, so un-swaddling too soon can cause an increase in sleep disturbances. There are no strict guidelines as to when you should unswaddle your baby, and many babies will wriggle free of their swaddle independently. All babies should be unswaddled by 6 months, or earlier if they have begun rolling from back to front. Once rolling, it makes it unsafe to continue swaddling them. 30% of babies are un-swaddled by 4 months, 50% by 6 months and 20% need to be un-swaddled in the 6th month for their safety.</span></p><p><span style=""font-size: 16px""><strong>Tips on weaning from the swaddle:</strong></span></p><ul><li style=""font-size: 16px"">There are many transitional swaddles available that help make the process easier. This means you might be able to do one arm free at a time.</li><li style=""font-size: 16px"">Start with just one arm out for day naps first.</li><li style=""font-size: 16px"">If baby wakes after 1 sleep cycle try rolling them onto their side which gently holds their arm down for them and resettle them. Once asleep, be sure to turn them to their back.</li><li style=""font-size: 16px"">Once baby is sleeping well during the day with one arm out, try one arm out overnight.</li><li style=""font-size: 16px"">Give baby a few days of one arm out during the day and overnight then begin to try both arms out for day and night-time sleep.</li><li style=""font-size: 16px"">Once both arms are out you can begin putting baby in a sleeping bag (appropriately TOG rated for the season).</li><li style=""font-size: 16px"">The third nap of the day is the hardest to achieve so if you have to keep swaddling for this nap for a little while longer that’s ok.</li><li style=""font-size: 16px"">On the arm/arms that are out, if your baby is unsettled then try popping some socks or mittens on their hands as they are used to the familiar feeling of material on their hands.</li><li style=""font-size: 16px"">Once unswaddled, if your baby wakes up on their tummy and is upset, firstly try to resettle while they’re still on their tummy with your chosen settling technique and your sleepy words. They’ll soon learn to resettle themselves in this position and it’s ok to sleep like this, as long as they got themselves into that position. If they won’t resettle though, it’s ok to turn them onto their back, but do keep trying to encourage them to resettle on their tummy.</li></ul><p><span style=""font-size: 16px"">Remember, <strong>ALWAYS PUT YOUR BABY DOWN IN THE COT ON THEIR BACK.</strong><br></span></p><div class=""se-component se-image-container __se__float-none""><figure><img src=""https://files.cdn.thinkific.com/file_uploads/331856/images/538/237/864/1718758847727.png"" alt="""" data-rotate="""" data-proportion=""true"" data-size="","" data-align=""none"" data-percentage=""auto,auto"" data-file-name=""1718758847727.png"" data-file-size=""0"" data-origin="","" style=""""></figure></div><h3><span style=""font-size: 16px""><strong>FAQ</strong></span></h3><p><span style=""font-size: 16px""><em><strong>Once my baby has their arms out do I need to keep rolling them onto their back when sleeping?</strong></em></span></p><p><span style=""font-size: 16px"">Once your baby is sleeping with their arms out whether you roll them back onto their back depends if they can roll front to back:<br>a) Once your baby can roll confidently from front to back, continue to settle them on their back, but allow them to find their own natural sleeping position if they are able to roll in both directions, it is not necessary to wake during the night to turn them over to the back position.<br>b) If they can't roll from front to back it's advisable to turn them over.</span></p><p><span style=""font-size: 16px""><em><strong>Just be mindful that rolling onto their stomach can often be a sign they are cold so to double check the temperature of the room and the TOG of their outfit.</strong></em></span></p><h3><span style=""font-size: 16px""><strong>Red Nose steps to follow when baby starts to roll on to their tummy or side</strong></span></h3><ul><li style=""font-size: 16px"">If you are using a bassinet, it is time to transfer baby into a cot as soon as they first show signs of being able to roll.</li><li style=""font-size: 16px"">Give baby extra tummy time to play, this helps baby to develop stronger neck and upper body muscles which enables them to roll back over. It’s best to start giving baby supervised tummy time from birth.</li><li style=""font-size: 16px"">Consider using a safe baby sleeping bag as these may delay rolling.</li><li style=""font-size: 16px"">Firmly tucked blankets can also help - make sure you follow safe sleep guidelines and have your baby's feet at the end of the bed.</li></ul><p><span style=""font-size: 16px"">For more information see the <a rel=""noopener"" target=""_new"" href=""https://rednose.org.au/article/what-do-we-do-now-that-a-baby-has-started-to-roll-over"">rednose.org.au guidelines</a>.</span></p><p><span style=""font-size: 16px"">.</span></p>",
